,Manufacturer,Category,RAM,Operating System,Operating System Version,Weight,TouchScreen,IPS,ppi,CPU Brand,HDD,SDD,GPU Brand,Price (Rupees)
680,MSI,Gaming,8,windows,10,2.2  ,0,0,141.21199808219862,Intel Core i5,0,256,Nvidia,88234.318
681,Asus,Notebook,4,windows,10,1.86  ,0,0,100.45466986113651,Other Intel Processor,0,128,Intel,37047.98
682,Dell,Gaming,16,windows,10,3.21  ,0,0,141.21199808219862,Intel Core i5,1000,128,Nvidia,181349.42
683,HP,Notebook,4,windows,10,2.5  ,0,1,127.33567457123111,Intel Core i3,0,256,AMD,61805.58
684,Lenovo,2 in 1 Convertible,8,windows,10,1.19  ,1,1,165.6321180513006,Intel Core i7,0,512,Intel,132541.58000000002
685,Dell,Gaming,16,windows,10,3.49  ,0,0,141.21199808219862,Intel Core i7,1000,256,Nvidia,248791.775
686,HP,Notebook,4,windows,10,1.86  ,0,0,100.45466986113651,Intel Core i5,500,0,AMD,54166.976200000005
687,Dell,Notebook,4,windows,10,2.2  ,0,0,100.45466986113651,Intel Core i3,1000,0,AMD,48248.1414
688,HP,Notebook,6,windows,10,2.65  ,0,1,127.33567457123111,AMD Processor,2000,0,AMD,50310.98
689,Lenovo,Notebook,4,windows,10,2.1  ,0,0,100.45466986113651,Other Intel Processor,500,0,Intel,28117.56
690,Acer,Notebook,4,Other OS/No OS/Linux,0,1.45  ,0,0,111.93520355955211,Other Intel Processor,0,0,Intel,33157.5
691,Lenovo,Notebook,4,windows,10,1.7  ,0,0,157.3505121487356,Intel Core i5,0,256,Intel,61805.58
692,HP,Workstation,8,windows,10,3.14  ,0,0,127.33567457123111,Intel Core i7,500,0,Nvidia,168704.47580000001
693,Lenovo,2 in 1 Convertible,8,windows,10,1.42  ,1,0,209.8006828649808,Intel Core i7,0,256,Intel,229007.80000000002
694,Toshiba,Notebook,8,windows,10,1.5  ,0,1,165.6321180513006,Intel Core i5,0,256,Intel,86032.66
695,Acer,Netbook,4,windows,10,1.4  ,0,0,135.0942111925629,Other Intel Processor,0,0,Intel,23784.98
696,Lenovo,2 in 1 Convertible,16,windows,10,1.38  ,1,0,157.3505121487356,Intel Core i7,0,512,Intel,154646.58000000002
697,Asus,2 in 1 Convertible,4,Other OS/No OS/Linux,0,1.2  ,1,0,176.23257360658386,Other Intel Processor,0,0,Intel,59152.98
698,Toshiba,Ultrabook,16,windows,10,1.36  ,1,0,165.6321180513006,Intel Core i7,0,512,Intel,165964.34
699,HP,Notebook,4,windows,10,2.1  ,0,1,141.21199808219862,Intel Core i7,500,0,AMD,60921.380000000005
700,Dell,Gaming,8,windows,10,2.56  ,0,0,141.21199808219862,Intel Core i5,1000,0,Nvidia,72415.98
701,Lenovo,Notebook,4,windows,10,2.2  ,0,0,141.21199808219862,AMD Processor,0,256,AMD,35279.58
702,Lenovo,Notebook,8,windows,10,2.2  ,0,0,100.45466986113651,AMD Processor,1000,0,AMD,37932.18
703,Lenovo,Notebook,4,windows,10,2.1  ,0,0,141.21199808219862,Intel Core i5,2000,0,Intel,54948.609000000004
704,Lenovo,Notebook,4,Other OS/No OS/Linux,0,1.90  ,0,0,100.45466986113651,Intel Core i3,500,0,Intel,39789.0
705,Dell,Notebook,8,windows,10,2.18  ,0,0,141.21199808219862,Intel Core i5,0,256,Intel,70293.9
706,Acer,2 in 1 Convertible,8,windows,10,1.6  ,1,1,165.6321180513006,Intel Core i5,0,256,Intel,88331.58
707,Lenovo,Workstation,16,windows,7,2.18  ,0,0,141.21199808219862,Intel Core i7,0,512,Nvidia,164019.1
708,Lenovo,Notebook,8,windows,10,1.8  ,0,0,157.3505121487356,Intel Core i5,0,256,Intel,105308.22
709,HP,Notebook,6,windows,10,2.71  ,0,1,127.33567457123111,AMD Processor,2000,0,AMD,57915.9842
710,Lenovo,Gaming,8,windows,10,2.5  ,0,1,141.21199808219862,Intel Core i7,1000,128,Nvidia,110436.58
711,Dell,Notebook,8,Other OS/No OS/Linux,0,1.64  ,0,0,157.3505121487356,Intel Core i5,0,256,Nvidia,96289.38
712,Dell,Notebook,8,Other OS/No OS/Linux,0,1.98  ,0,0,141.21199808219862,Intel Core i5,1000,0,Intel,64192.92
713,Asus,Notebook,4,windows,10,1.5  ,0,0,157.3505121487356,Other Intel Processor,0,0,Intel,26349.16
714,Dell,Notebook,16,windows,10,1.93  ,0,0,141.21199808219862,Intel Core i5,0,512,Intel,126145.27720000001
715,Lenovo,Notebook,8,windows,10,1.87  ,0,1,157.3505121487356,Intel Core i5,0,256,Nvidia,75782.1294
716,Dell,Notebook,8,windows,10,1.9  ,0,0,141.21199808219862,Intel Core i5,0,256,Intel,104247.18000000001
717,Lenovo,Notebook,4,windows,10,2.19  ,0,0,100.45466986113651,AMD Processor,500,0,AMD,26349.16
718,Mediacom,Notebook,4,windows,10,1.4  ,0,1,161.72539083525606,Other Intel Processor,32,0,Intel,23431.3
719,HP,Notebook,8,windows,10,2.63  ,0,0,127.33567457123111,Intel Core i7,0,256,Nvidia,106104.0
720,Lenovo,Ultrabook,8,windows,10,1.17  ,0,1,209.8006828649808,Intel Core i7,0,512,Intel,149132.70880000002
721,HP,2 in 1 Convertible,8,windows,10,1.58  ,1,1,117.82653006268643,Intel Core i5,0,256,Intel,73972.172
722,Lenovo,Ultrabook,8,windows,10,1.32  ,0,1,157.3505121487356,Intel Core i5,0,256,Intel,132541.58000000002
723,Dell,Gaming,32,windows,10,4.36  ,0,0,254.67134914246222,Intel Core i7,1000,1000,Nvidia,323564.148
724,MSI,Gaming,8,windows,10,2.7  ,0,0,127.33567457123111,Intel Core i7,1000,128,Nvidia,119232.60160000001
725,Lenovo,Notebook,4,Other OS/No OS/Linux,0,1.9  ,0,0,100.45466986113651,Intel Core i5,1000,0,Intel,43316.958
726,Dell,Notebook,8,windows,10,2.2  ,0,0,141.21199808219862,Intel Core i5,1000,128,AMD,63573.98
727,Dell,2 in 1 Convertible,4,windows,10,1.71  ,1,0,165.6321180513006,Intel Core i3,1000,0,Intel,57384.58
728,Dell,Notebook,8,Other OS/No OS/Linux,0,2.32  ,0,0,100.45466986113651,Intel Core i5,1000,0,AMD,52125.3584
729,HP,Notebook,4,windows,10,2.1  ,0,0,141.21199808219862,AMD Processor,1000,0,AMD,43237.38
730,Acer,Gaming,16,windows,10,4.2  ,0,1,127.33567457123111,Intel Core i7,1000,128,Nvidia,171092.7
731,Dell,Notebook,12,windows,10,2.25  ,0,0,100.45466986113651,Intel Core i5,1000,0,Intel,57384.58
732,HP,Notebook,6,windows,10,2.1  ,0,0,141.21199808219862,AMD Processor,1000,128,AMD,57473.0
733,Acer,Notebook,4,windows,10,2.4  ,0,0,100.45466986113651,Intel Core i5,500,0,Intel,49426.78
734,Lenovo,Notebook,8,windows,10,1.44  ,0,1,165.6321180513006,Intel Core i5,0,256,Intel,84883.2
735,Lenovo,Notebook,4,windows,10,1.85  ,0,0,141.21199808219862,Intel Core i7,1000,0,Intel,68879.18000000001
736,HP,Workstation,16,windows,10,2.6  ,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,213887.98
737,Dell,2 in 1 Convertible,8,windows,10,1.55  ,1,0,165.6321180513006,Intel Core i5,1000,0,Intel,58268.78
738,MSI,Gaming,16,windows,10,1.8  ,0,0,141.21199808219862,Intel Core i7,1000,256,Nvidia,185193.9216
739,Acer,Notebook,4,windows,10,2.4  ,0,0,100.45466986113651,Intel Core i3,500,0,Intel,36322.936
740,Dell,Notebook,8,windows,10,2.0  ,0,0,141.21199808219862,Intel Core i7,1000,128,Nvidia,106722.94
741,Dell,Notebook,8,windows,10,2  ,0,0,100.45466986113651,Intel Core i3,0,256,Intel,58799.3
742,Toshiba,Notebook,8,windows,10,1.25  ,1,1,157.3505121487356,Intel Core i5,0,256,Intel,135724.7
743,Lenovo,2 in 1 Convertible,8,windows,10,1.7  ,1,0,157.3505121487356,Intel Core i5,0,256,Intel,88331.58
744,Lenovo,Workstation,16,windows,10,2.5  ,0,1,282.42399616439724,Intel Core i7,0,1000,Nvidia,291697.58
745,Acer,Notebook,2,Other OS/No OS/Linux,0,1.68  ,0,0,111.93520355955211,Other Intel Processor,0,0,Intel,29178.600000000002
746,Samsung,Ultrabook,16,windows,10,0.81  ,0,0,165.6321180513006,Intel Core i7,0,256,Intel,145804.58000000002
747,HP,Notebook,8,windows,10,1.86  ,0,0,141.21199808219862,Intel Core i3,0,256,Intel,47658.38
748,Dell,Notebook,8,windows,10,1.6  ,0,0,111.93520355955211,Intel Core i5,0,256,Intel,99623.6982
749,HP,Workstation,16,windows,7,3  ,0,1,127.33567457123111,Other Intel Processor,0,256,Nvidia,388075.38
750,Lenovo,Netbook,4,windows,10,1.4  ,1,0,135.0942111925629,Other Intel Processor,0,128,Intel,41999.5
751,HP,Notebook,8,windows,10,1.84  ,0,0,141.21199808219862,Intel Core i5,0,256,Intel,167998.0
752,Asus,Notebook,4,Other OS/No OS/Linux,0,2.45  ,0,0,100.45466986113651,Intel Core i5,1000,0,Nvidia,51195.18
753,Lenovo,Ultrabook,4,windows,10,1.7  ,0,0,157.3505121487356,Intel Core i5,0,1,Intel,96908.32
754,Asus,Notebook,4,windows,10,2.37  ,0,0,100.45466986113651,Intel Core i7,0,256,Intel,75148.158
755,Lenovo,2 in 1 Convertible,8,windows,10,1.3  ,1,1,276.053530085501,Intel Core i5,0,256,Intel,106015.58
756,HP,Notebook,8,windows,10,2.2  ,0,1,141.21199808219862,Intel Core i5,1000,128,Nvidia,97173.58
757,HP,Workstation,8,windows,7,2.59  ,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,138023.62
758,Dell,Gaming,16,windows,10,4.42  ,0,1,282.42399616439724,Intel Core i7,1000,256,Nvidia,253676.09579999998
759,Acer,Notebook,4,windows,10,2.1  ,0,0,100.45466986113651,Intel Core i5,0,256,Intel,52963.58
760,Lenovo,Gaming,8,windows,10,2.5  ,0,1,141.21199808219862,Intel Core i7,1000,128,Nvidia,92664.16
761,Dell,Ultrabook,16,windows,10,1.18  ,0,0,176.23257360658386,Intel Core i7,0,256,Intel,164372.78
762,Google,Ultrabook,8,Other OS/No OS/Linux,0,1.1  ,1,0,234.50740003017813,Intel Core i5,0,256,Intel,137846.78
763,Asus,Ultrabook,8,windows,10,1.2  ,0,1,276.053530085501,Intel Core i5,0,256,Intel,99826.18000000001
764,Dell,Notebook,4,windows,10,1.65  ,0,0,117.82653006268643,Intel Core i3,500,0,Intel,75068.58
765,Acer,Notebook,4,windows,10,1.6  ,0,0,117.82653006268643,Intel Core i5,0,128,Intel,57915.1
766,Asus,Notebook,4,windows,10,2.8  ,0,0,90.58340172449303,Other Intel Processor,1000,0,Nvidia,41587.4628
767,Dell,Gaming,16,windows,10,2.72  ,1,1,282.42399616439724,Intel Core i7,1000,128,Nvidia,97173.58
768,Samsung,Ultrabook,8,windows,10,1.31  ,1,0,165.6321180513006,Intel Core i7,0,256,Intel,141383.58000000002
769,Acer,Notebook,4,Other OS/No OS/Linux,0,2.1  ,0,0,100.45466986113651,Other Intel Processor,1000,0,Intel,26349.16
770,Dell,Notebook,16,windows,10,2.3  ,0,0,141.21199808219862,Intel Core i7,0,256,AMD,104447.8934
771,Samsung,2 in 1 Convertible,16,windows,10,1.71  ,1,0,146.86047800548656,Intel Core i7,0,256,AMD,159067.58000000002
772,Toshiba,Notebook,4,windows,10,1.75  ,0,1,111.93520355955211,Intel Core i5,0,128,Intel,90188.40000000001
773,Dell,Gaming,8,windows,10,2.62  ,0,0,141.21199808219862,Intel Core i7,1000,0,Nvidia,97173.58
774,HP,Ultrabook,4,windows,10,1.26  ,0,0,125.36742798669837,Intel Core i5,0,256,Intel,109994.48
775,Asus,2 in 1 Convertible,12,windows,10,2.3  ,1,0,141.21199808219862,Intel Core i7,2000,0,Nvidia,74184.38
776,Lenovo,Notebook,16,windows,7,2.5  ,0,0,282.42399616439724,Intel Core i7,0,512,Nvidia,209555.4
777,Acer,Notebook,4,windows,10,1.8  ,0,1,157.3505121487356,Intel Core i3,0,128,Intel,56235.12
778,Razer,Gaming,16,windows,10,1.95  ,0,0,157.3505121487356,Intel Core i7,0,512,Nvidia,256329.58000000002
779,Asus,Notebook,8,windows,10,2  ,0,0,141.21199808219862,Other Intel Processor,0,128,Intel,51451.598
780,Dell,Gaming,32,windows,10,4.42  ,0,1,127.33567457123111,Intel Core i7,1000,1000,Nvidia,317321.696
781,Asus,Gaming,16,windows,10,4.3  ,0,1,127.33567457123111,Intel Core i7,1000,256,Nvidia,207787.0
782,Toshiba,Ultrabook,16,windows,10,1.47  ,0,1,157.3505121487356,Intel Core i7,0,512,Nvidia,155972.88
783,Lenovo,Notebook,8,Other OS/No OS/Linux,0,2.2  ,0,0,100.45466986113651,Other Intel Processor,1000,0,Intel,29090.18
784,Lenovo,Ultrabook,16,windows,10,1.7  ,0,0,157.3505121487356,Intel Core i7,0,512,Intel,203277.58000000002
785,MSI,Gaming,16,windows,10,1.6  ,0,1,157.3505121487356,Intel Core i7,1000,256,Nvidia,167202.22
786,MSI,Gaming,8,windows,10,2.2  ,0,0,141.21199808219862,Intel Core i5,1000,128,Nvidia,96289.38
787,Lenovo,Gaming,4,windows,10,2.4  ,0,1,141.21199808219862,Intel Core i7,1000,0,Nvidia,88331.58
788,Acer,Gaming,16,windows,10,4.2  ,0,1,127.33567457123111,Intel Core i7,1000,256,Nvidia,203277.58000000002
789,Dell,Gaming,8,windows,10,2.62  ,0,0,141.21199808219862,Intel Core i5,0,256,Nvidia,87093.7
790,Asus,Gaming,8,windows,10,2.24  ,0,0,141.21199808219862,Intel Core i7,1000,128,Nvidia,118394.38
791,Vero,Notebook,4,windows,10,1.22  ,0,0,157.3505121487356,Other Intel Processor,0,0,Intel,17940.418
792,Lenovo,2 in 1 Convertible,8,windows,10,1.37  ,1,1,165.6321180513006,Intel Core i7,0,512,Intel,174187.4
793,Lenovo,2 in 1 Convertible,8,windows,10,2.08  ,1,0,141.21199808219862,Intel Core i5,0,256,AMD,84794.78
794,Apple,Ultrabook,8,mac,0,0.920  ,0,1,226.41554716935852,Other Intel Processor,0,0,Intel,103009.3
795,Lenovo,2 in 1 Convertible,8,windows,10,1.42  ,1,1,209.8006828649808,Intel Core i5,0,256,Intel,206018.6
796,Asus,Notebook,4,windows,10,1.63  ,0,0,111.93520355955211,Other Intel Processor,0,0,Intel,26437.58
797,Dell,Notebook,8,windows,10,1.95  ,0,0,100.45466986113651,Intel Core i5,0,128,Intel,71620.2
798,Lenovo,2 in 1 Convertible,8,windows,10,1.38  ,1,1,158.48253022174808,Intel Core i7,0,256,Intel,119278.58
799,Dell,Notebook,8,windows,10,2  ,0,0,141.21199808219862,Intel Core i3,0,256,AMD,65342.380000000005
800,HP,Workstation,8,windows,10,3.14  ,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,182578.458
801,Asus,Notebook,8,windows,10,2.37  ,0,0,141.21199808219862,Intel Core i5,0,256,Intel,97173.58
802,Dell,Ultrabook,8,windows,10,1.29  ,0,0,165.6321180513006,Intel Core i5,0,256,Intel,132541.58000000002
803,Dell,Notebook,8,windows,10,2.06  ,1,0,282.42399616439724,Intel Core i5,0,256,Nvidia,154646.58000000002
804,Dell,Netbook,4,windows,10,1.63  ,0,0,135.0942111925629,Other Intel Processor,0,128,Intel,65784.48
805,HP,Netbook,8,windows,10,1.26  ,0,0,125.36742798669837,Intel Core i5,0,256,Intel,122815.38
806,Toshiba,Notebook,4,windows,10,2.1  ,0,0,100.45466986113651,Intel Core i5,500,0,Intel,68967.6
807,HP,Notebook,8,windows,10,2.04  ,0,0,100.45466986113651,AMD Processor,2000,0,AMD,55616.18
808,Dell,Gaming,16,windows,10,2.62  ,0,0,282.42399616439724,Intel Core i7,0,512,Nvidia,148457.18
809,Lenovo,Notebook,4,windows,10,2.4  ,0,0,141.21199808219862,Intel Core i5,1000,0,Nvidia,53847.78
810,HP,Gaming,12,windows,10,3.74  ,0,1,127.33567457123111,Intel Core i7,1000,0,AMD,154646.58000000002
811,MSI,Gaming,16,windows,10,2.9  ,0,0,127.33567457123111,Intel Core i7,1000,512,Nvidia,213534.30000000002
812,Samsung,Ultrabook,8,windows,10,0.81  ,0,0,165.6321180513006,Intel Core i5,0,256,Intel,132541.58000000002
813,Dell,Notebook,8,windows,10,1.98  ,0,0,141.21199808219862,Intel Core i7,1000,0,Nvidia,84971.62
814,Dell,Notebook,8,windows,10,2.18  ,0,0,141.21199808219862,Intel Core i5,0,256,AMD,69835.0002
815,Lenovo,Ultrabook,8,windows,10,1.32  ,0,0,157.3505121487356,Intel Core i7,0,256,Intel,164372.78
816,Razer,Ultrabook,16,windows,10,1.29  ,1,1,352.4651472131677,Intel Core i7,0,512,Intel,159067.58000000002
817,HP,Netbook,4,Other OS/No OS/Linux,0,1.23  ,0,0,135.0942111925629,Other Intel Processor,0,0,Intel,34041.7
818,Dell,Gaming,16,windows,10,4.36  ,0,1,127.33567457123111,Intel Core i7,1000,128,Nvidia,221493.8684
819,Dell,Notebook,4,windows,10,1.76  ,0,0,111.93520355955211,Intel Core i5,500,0,Intel,66757.1
820,Lenovo,Notebook,4,windows,10,2.1  ,0,0,100.45466986113651,Intel Core i3,500,0,Intel,43316.958
821,Toshiba,Ultrabook,4,windows,10,1.25  ,0,0,111.93520355955211,Intel Core i5,0,128,Intel,96377.8
822,Lenovo,Ultrabook,8,windows,10,1.13  ,0,1,157.3505121487356,Intel Core i7,0,512,Intel,220961.58000000002
823,MSI,Gaming,8,windows,10,2.4  ,0,0,141.21199808219862,Intel Core i5,0,256,Nvidia,106015.58
824,Lenovo,Ultrabook,8,windows,10,1.13  ,0,1,157.3505121487356,Intel Core i5,0,0,Intel,165787.5
825,Toshiba,Notebook,4,windows,10,1.75  ,0,0,111.93520355955211,Other Intel Processor,0,128,Intel,44121.58
826,Asus,2 in 1 Convertible,8,windows,10,1.1  ,1,0,165.6321180513006,Intel Core i5,0,256,Intel,120074.36
827,Dell,Notebook,4,windows,10,1.76  ,0,0,111.93520355955211,Intel Core i3,500,0,Intel,51725.700000000004
828,Acer,Netbook,4,Other OS/No OS/Linux,0,1.35  ,0,1,135.0942111925629,Other Intel Processor,0,0,Intel,31389.100000000002
829,Acer,Notebook,8,windows,10,1.5  ,0,1,157.3505121487356,Intel Core i3,0,128,Intel,54731.98
830,Razer,Gaming,32,windows,10,3.49  ,1,0,254.67134914246222,Intel Core i7,0,512,Nvidia,486221.58
831,Lenovo,Ultrabook,16,windows,10,1.1  ,0,1,209.8006828649808,Intel Core i7,0,512,Intel,185593.58000000002
832,Asus,Notebook,4,Other OS/No OS/Linux,0,2.1  ,0,0,141.21199808219862,Intel Core i5,1000,0,Nvidia,45889.98
833,Lenovo,Notebook,8,windows,10,1.7  ,0,0,157.3505121487356,Intel Core i5,0,256,Intel,104866.12
834,Lenovo,Notebook,8,windows,10,1.32  ,0,1,157.3505121487356,Intel Core i5,0,256,Intel,145893.0
835,Dell,Gaming,16,windows,10,3.21  ,0,0,141.21199808219862,Intel Core i7,1000,256,Nvidia,245332.7846
836,Asus,Gaming,16,windows,10,2.9  ,0,0,127.33567457123111,Intel Core i7,1000,256,Nvidia,213887.98
837,Toshiba,Notebook,4,windows,10,2.0  ,0,0,100.45466986113651,Intel Core i3,500,0,Intel,59152.98
838,Lenovo,Notebook,4,Other OS/No OS/Linux,0,1.5  ,0,0,111.93520355955211,Other Intel Processor,0,0,Intel,28736.5
839,Asus,Notebook,8,windows,10,2.3  ,0,0,141.21199808219862,Intel Core i5,128,0,Intel,52167.8
840,Asus,Gaming,16,windows,10,2.73  ,0,0,127.33567457123111,Intel Core i7,1000,512,Nvidia,159067.58000000002
841,Dell,Gaming,32,windows,10,4.42  ,0,1,127.33567457123111,Intel Core i7,1000,512,Nvidia,271704.9338
842,HP,Notebook,8,windows,10,2.63  ,0,0,106.11306214269258,Intel Core i5,1000,0,Nvidia,80462.2
843,Dell,Notebook,8,windows,10,2.18  ,0,0,100.45466986113651,Intel Core i5,0,128,Intel,63130.995800000004
844,HP,Ultrabook,8,windows,7,1.54  ,0,0,157.3505121487356,Intel Core i7,0,512,Intel,165345.4
845,Dell,Notebook,4,windows,10,2.18  ,0,0,141.21199808219862,Intel Core i7,0,256,AMD,65342.380000000005
846,HP,2 in 1 Convertible,4,Other OS/No OS/Linux,0,1.4  ,1,0,135.0942111925629,Other Intel Processor,0,0,Intel,54378.3
847,Asus,Ultrabook,8,windows,10,1.45  ,0,1,165.6321180513006,Intel Core i5,0,512,Nvidia,90718.92
848,HP,2 in 1 Convertible,8,windows,10,1.28  ,1,0,165.6321180513006,Intel Core i5,0,256,Intel,201332.34
849,HP,Ultrabook,8,windows,10,1.54  ,0,0,157.3505121487356,Intel Core i7,0,512,Intel,129800.56
850,HP,Notebook,4,Other OS/No OS/Linux,0,1.86  ,0,0,100.45466986113651,Other Intel Processor,0,128,Intel,26437.58
851,Asus,Gaming,16,windows,10,2.1  ,0,0,141.21199808219862,Intel Core i7,1000,128,Nvidia,167909.58000000002
852,Dell,Notebook,8,Other OS/No OS/Linux,0,2.83  ,0,0,127.33567457123111,Intel Core i7,1000,0,AMD,76483.3
853,Lenovo,Ultrabook,8,windows,10,1.96  ,0,1,157.3505121487356,Intel Core i7,0,256,Nvidia,168263.26
854,Asus,Notebook,8,windows,10,2.3  ,0,1,141.21199808219862,Intel Core i7,0,256,Nvidia,69586.54000000001
855,Dell,Notebook,8,windows,10,1.9  ,0,0,141.21199808219862,Intel Core i5,0,128,Intel,83556.90000000001
856,Asus,Notebook,4,windows,10,2  ,0,0,100.45466986113651,Other Intel Processor,1000,0,Intel,39700.58
857,HP,2 in 1 Convertible,8,windows,10,1.28  ,1,0,165.6321180513006,Intel Core i7,0,256,Intel,226266.78
858,Dell,Notebook,8,windows,10,1.62  ,1,0,165.6321180513006,Intel Core i5,1000,0,Intel,57384.58
859,Lenovo,Notebook,4,Other OS/No OS/Linux,0,2.2  ,0,0,141.21199808219862,Intel Core i3,1000,0,Intel,41468.98
860,Lenovo,Notebook,8,windows,10,2.3  ,0,1,141.21199808219862,Intel Core i5,1000,0,Intel,75215.3572
861,HP,Notebook,8,windows,10,1.84  ,0,0,141.21199808219862,Intel Core i5,0,256,AMD,119278.58
862,Toshiba,Notebook,4,windows,10,1.05  ,0,0,165.6321180513006,Intel Core i5,0,128,Intel,113619.7
863,Lenovo,Gaming,8,Other OS/No OS/Linux,0,2.5  ,0,1,141.21199808219862,Intel Core i5,1000,0,Nvidia,89923.14
864,Dell,Ultrabook,16,windows,10,1.29  ,1,0,276.053530085501,Intel Core i7,0,512,Intel,198060.80000000002
865,HP,Notebook,4,windows,10,2.07  ,0,0,141.21199808219862,Intel Core i5,500,0,Intel,80462.2
866,Toshiba,Ultrabook,8,windows,10,1.2  ,0,0,117.82653006268643,Intel Core i5,0,256,Intel,96819.90000000001
867,Lenovo,2 in 1 Convertible,8,windows,10,1.37  ,1,1,165.6321180513006,Intel Core i7,0,256,Intel,172419.0
868,Acer,Notebook,8,windows,10,1.56  ,0,1,157.3505121487356,Intel Core i5,0,256,Intel,79754.84
869,Dell,Workstation,8,windows,10,2.23  ,0,0,141.21199808219862,Intel Core i7,1000,0,Nvidia,157210.76
870,Lenovo,Notebook,4,windows,10,2.38  ,0,0,100.45466986113651,Intel Core i5,500,0,Intel,93283.1
871,Lenovo,Notebook,4,Other OS/No OS/Linux,0,2.2  ,0,0,141.21199808219862,Intel Core i3,1000,0,AMD,42353.18
872,Toshiba,Notebook,8,windows,10,2.0  ,0,1,141.21199808219862,Intel Core i7,0,256,Intel,122726.96
873,Lenovo,Notebook,4,windows,10,1.44  ,0,1,165.6321180513006,Intel Core i3,0,1,Intel,64988.700000000004
874,Samsung,Ultrabook,16,windows,10,1.23  ,0,0,146.86047800548656,Intel Core i7,0,256,Nvidia,163488.58000000002
875,Dell,Ultrabook,8,windows,10,1.6  ,0,0,176.23257360658386,Intel Core i7,0,256,Intel,149429.8
876,Asus,Notebook,4,Other OS/No OS/Linux,0,2  ,0,0,100.45466986113651,Other Intel Processor,1000,0,Intel,35278.6958
877,Xiaomi,Ultrabook,8,windows,10,1.28  ,0,1,165.6321180513006,Intel Core i5,0,256,Nvidia,82672.7
878,Dell,Notebook,4,windows,10,2.18  ,0,0,141.21199808219862,Intel Core i5,1000,128,Nvidia,80683.25
879,HP,Notebook,4,windows,10,2.04  ,0,0,141.21199808219862,Intel Core i5,0,256,Intel,74184.38
880,HP,2 in 1 Convertible,4,windows,10,1.28  ,1,0,165.6321180513006,Intel Core i5,0,256,Intel,150314.0
881,HP,2 in 1 Convertible,4,windows,10,2.3  ,1,0,100.45466986113651,Intel Core i5,500,0,Intel,60550.015999999996
882,Asus,Notebook,4,windows,10,1.65  ,0,0,111.1413368676404,Other Intel Processor,0,0,Intel,30770.16
883,Lenovo,Notebook,8,windows,10,2.2  ,0,1,141.21199808219862,Intel Core i7,1000,0,Nvidia,59152.98
884,Dell,Notebook,4,windows,10,2.2  ,0,0,100.45466986113651,Other Intel Processor,500,0,Intel,32626.98
885,HP,2 in 1 Convertible,4,windows,10,1.28  ,1,0,165.6321180513006,Intel Core i5,0,256,Intel,159067.58000000002
886,Dell,Notebook,4,Other OS/No OS/Linux,0,2.18  ,0,0,100.45466986113651,Intel Core i3,1000,0,AMD,40292.994
887,Asus,Gaming,12,windows,10,2.2  ,0,0,127.33567457123111,Intel Core i5,1000,128,Nvidia,121126.558
888,Acer,Netbook,4,Other OS/No OS/Linux,0,1.25  ,0,1,135.0942111925629,Other Intel Processor,0,0,Intel,26260.74
889,Lenovo,Notebook,4,windows,10,2.8  ,0,0,106.11306214269258,AMD Processor,500,0,AMD,33511.18
890,HP,Notebook,4,windows,10,1.95  ,0,0,157.3505121487356,Intel Core i5,0,128,Intel,111851.3
891,HP,2 in 1 Convertible,16,windows,10,1.42  ,1,0,276.053530085501,Intel Core i7,0,256,Intel,123699.58
892,Samsung,Ultrabook,8,windows,10,1.17  ,0,0,146.86047800548656,Intel Core i7,0,256,Intel,150225.58000000002
893,Lenovo,Ultrabook,8,windows,10,1.32  ,0,1,157.3505121487356,Intel Core i5,0,256,Intel,159067.58000000002
894,MSI,Gaming,16,windows,10,2.43  ,0,1,254.67134914246222,Intel Core i7,2000,512,Nvidia,234224.58000000002
895,Toshiba,Notebook,8,windows,10,1.05  ,0,0,165.6321180513006,Intel Core i5,0,256,Intel,130419.5
896,Dell,Gaming,8,Other OS/No OS/Linux,0,2.62  ,0,0,141.21199808219862,Intel Core i7,1000,0,Nvidia,82142.18000000001
897,HP,Notebook,8,windows,10,2.04  ,0,0,141.21199808219862,Intel Core i7,1000,0,Nvidia,79578.0
898,Dell,Notebook,4,windows,10,2.18  ,0,0,100.45466986113651,Intel Core i3,1000,0,AMD,54289.880000000005
899,Dell,Notebook,8,windows,10,1.9  ,0,0,141.21199808219862,Intel Core i5,500,0,Intel,82672.7
900,Dell,2 in 1 Convertible,8,windows,10,1.24  ,1,0,276.053530085501,Intel Core i7,0,512,Intel,177998.302
901,Asus,Gaming,32,windows,10,3.58  ,0,1,127.33567457123111,Intel Core i7,0,512,Nvidia,113089.18000000001
902,Dell,2 in 1 Convertible,16,windows,10,1.22  ,1,0,165.6321180513006,Intel Core i7,0,256,Intel,145804.58000000002
903,Lenovo,Ultrabook,8,windows,10,1.13  ,0,1,157.3505121487356,Intel Core i7,0,0,Intel,181172.58000000002
904,Lenovo,Notebook,8,windows,10,1.95  ,0,1,141.21199808219862,Intel Core i5,0,512,Intel,173567.5758
905,LG,Ultrabook,16,windows,10,1.08  ,1,1,141.21199808219862,Intel Core i7,0,512,Intel,185593.58000000002
